               name               | abbrev | utc_offset | is_dst 
 jit_expressions                        | on                                                  |      | Параметры для разработчиков                                                        | Включить JIT-компиляцию выражений.                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 jit_inline_above_cost                  | 500000                                              |      | Настройка запросов / Константы стоимости для планировщика                          | Стоимость запроса, при которой выполняется встраивание JIT.                                                                                                        | -1 отключает встраивание кода.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | user              | real    | default              | -1          | 1.79769e+308 |                                                                                | 500000                         | 500000                                              |                                                     |            | f
 jit_optimize_above_cost                | 500000                                              |      | Настройка запросов / Константы стоимости для планировщика                          | Стоимость запроса, при превышении которой оптимизируются JIT-скомпилированные функции.                                                                             | -1 отключает оптимизацию.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | user              | real    | default              | -1          | 1.79769e+308 |                                                                                | 500000                         | 500000                                              |                                                     |            | f
 jit_profiling_support                  | off                                                 |      | Параметры для разработчиков                                                        | Регистрировать JIT-компилируемые функции в профилировщике perf.                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser-backend | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 jit_provider                           | llvmjit                                             |      | Параметры клиентских подключений по умолчанию / Предзагрузка разделяемых библиотек | Используемый провайдер JIT.                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | postmaster        | string  | default              |             |              |                                                                                | llvmjit                        | llvmjit                                             |                                                     |            | f
 jit_tuple_deforming                    | on                                                  |      | Параметры для разработчиков                                                        | Разрешить JIT-компиляцию кода преобразования кортежей.                                                                                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 join_collapse_limit                    | 8                                                   |      | Настройка запросов / Другие параметры планировщика                                 | Задаёт предел для списка FROM, при превышении которого конструкции JOIN сохраняются.                                                                               | Планировщик будет сносить явные конструкции JOIN в списки FROM, пока в результирующем списке не больше заданного числа элементов.                                                                                                                                                                                                                                                                                                                                                                                             | user              | integer | default              | 1           | 2147483647   |                                                                                | 8                              | 8                                                   |                                                     |            | f
 krb_caseins_users                      | off                                                 |      | Подключения и аутентификация / Аутентификация                                      | Включает регистронезависимую обработку имён пользователей Kerberos и GSSAPI.                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 krb_server_keyfile                     |                                                     |      | Подключения и аутентификация / Аутентификация                                      | Задаёт размещение файла с ключом Kerberos для данного сервера.                                                                                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                |                                |                                                     |                                                     |            | f
 lc_collate                             | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Показывает правило сортировки.                                                                                                                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | internal          | string  | override             |             |              |                                                                                | C                              | Russian_Russia.1251                                 |                                                     |            | f
 lc_ctype                               | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Показывает правило классификации символов и преобразования регистра.                                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | internal          | string  | override             |             |              |                                                                                | C                              | Russian_Russia.1251                                 |                                                     |            | f
 lc_messages                            | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Задаёт язык выводимых сообщений.                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | string  | configuration file   |             |              |                                                                                |                                | Russian_Russia.1251                                 | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        694 | f
 lc_monetary                            | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Задаёт локаль для форматирования денежных сумм.                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | configuration file   |             |              |                                                                                | C                              | Russian_Russia.1251                                 | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        696 | f
 lc_numeric                             | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Задаёт локаль для форматирования чисел.                                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | configuration file   |             |              |                                                                                | C                              | Russian_Russia.1251                                 | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        697 | f
 lc_time                                | Russian_Russia.1251                                 |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Задаёт локаль для форматирования дат и времени.                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | configuration file   |             |              |                                                                                | C                              | Russian_Russia.1251                                 | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        698 | f
 listen_addresses                       | *                                                   |      | Подключения и аутентификация / Параметры подключений                               | Задаёт имя узла или IP-адрес(а) для привязки.                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | postmaster        | string  | configuration file   |             |              |                                                                                | localhost                      | *                                                   | C:/Program Files/PostgreSQL/13/data/postgresql.conf |         59 | f
 lo_compat_privileges                   | off                                                 |      | Версия и совместимость платформ / Предыдущие версии PostgreSQL                     | Включает режим обратной совместимости при проверке привилегий для больших объектов.                                                                                | Пропускает проверки привилегий при чтении или изменении больших объектов (для совместимости с версиями PostgreSQL до 9.0).                                                                                                                                                                                                                                                                                                                                                                                                    | superuser         | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 local_preload_libraries                |                                                     |      | Параметры клиентских подключений по умолчанию / Предзагрузка разделяемых библиотек | Список непривилегированных разделяемых библиотек, заранее загружаемых в каждый обслуживающий процесс.                                                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | default              |             |              |                                                                                |                                |                                                     |                                                     |            | f
 lock_timeout                           | 0                                                   | ms   | Параметры клиентских подключений по умолчанию / Поведение команд                   | Задаёт максимальную продолжительность ожидания блокировок.                                                                                                         | Нулевое значение отключает тайм-аут.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 log_autovacuum_min_duration            | -1                                                  | ms   | Отчёты и протоколы / Что записывать                                                | Задаёт предельное время выполнения автоочистки, при превышении которого эта операция протоколируется в журнале.                                                    | При 0 протоколируются все операции автоочистки; -1 отключает эти сообщения.                                                                                                                                                                                                                                                                                                                                                                                                                                                   | sighup            | integer | default              | -1          | 2147483647   |                                                                                | -1                             | -1                                                  |                                                     |            | f
 log_checkpoints                        | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Протоколировать каждую контрольную точку.                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_connections                        | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Протоколировать устанавливаемые соединения.                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser-backend | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_destination                        | stderr                                              |      | Отчёты и протоколы / Куда записывать                                               | Определяет, куда будет выводиться протокол сервера.                                                                                                                | Значение может включать сочетание слов "stderr", "syslog", "csvlog" и "eventlog", в зависимости от платформы.                                                                                                                                                                                                                                                                                                                                                                                                                 | sighup            | string  | configuration file   |             |              |                                                                                | stderr                         | stderr                                              | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        425 | f
 log_directory                          | log                                                 |      | Отчёты и протоколы / Куда записывать                                               | Задаёт целевой каталог для файлов протоколов.                                                                                                                      | Путь может быть абсолютным или указываться относительно каталога данных.                                                                                                                                                                                                                                                                                                                                                                                                                                                      | sighup            | string  | default              |             |              |                                                                                | log                            | log                                                 |                                                     |            | f
 log_disconnections                     | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Протоколировать конец сеанса, отмечая длительность.                                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser-backend | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_duration                           | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Протоколировать длительность каждого выполненного SQL-оператора.                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_error_verbosity                    | default                                             |      | Отчёты и протоколы / Что записывать                                                | Задаёт детализацию протоколируемых сообщений.                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | enum    | default              |             |              | {terse,default,verbose}                                                        | default                        | default                                             |                                                     |            | f
 log_executor_stats                     | off                                                 |      | Статистика / Мониторинг                                                            | Запись статистики выполнения запросов в протокол сервера.                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_file_mode                          | 0640                                                |      | Отчёты и протоколы / Куда записывать                                               | Задаёт права доступа к файлам протоколов.                                                                                                                          | Значение параметра указывается в числовом виде, воспринимаемом системными функциями chmod и umask. (Чтобы использовать привычный восьмеричный формат, добавьте в начало ноль (0).)                                                                                                                                                                                                                                                                                                                                            | sighup            | integer | configuration file   | 0           | 511          |                                                                                | 384                            | 416                                                 | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        441 | f
 log_filename                           | postgresql-%Y-%m-%d_%H%M%S.log                      |      | Отчёты и протоколы / Куда записывать                                               | Задаёт шаблон имени для файлов протоколов.                                                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                | postgresql-%Y-%m-%d_%H%M%S.log | postgresql-%Y-%m-%d_%H%M%S.log                      |                                                     |            | f
 log_hostname                           | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Записывать имя узла в протоколы подключений.                                                                                                                       | По умолчанию в протоколах подключений показываются только IP-адреса клиентов. Если вы хотите видеть также имена компьютеров, включите этот параметр, но учтите, что это может значительно повлиять на производительность.                                                                                                                                                                                                                                                                                                     | sighup            | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_line_prefix                        | %m [%p]                                             |      | Отчёты и протоколы / Что записывать                                                | Определяет содержимое префикса каждой строки протокола.                                                                                                            | При пустом значении префикс также отсутствует.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | sighup            | string  | default              |             |              |                                                                                | %m [%p]                        | %m [%p]                                             |                                                     |            | f
 log_lock_waits                         | off                                                 |      | Отчёты и протоколы / Что записывать                                                | Протоколировать длительные ожидания в блокировках.                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 log_min_duration_sample                | -1                                                  | ms   | Отчёты и протоколы / Когда записывать                                              | Задаёт предельное время выполнения оператора из выборки, при превышении которого он выводится в журнал. Выборка определяется параметром log_statement_sample_rate. | При 0 выводятся все запросы в выборке; -1 отключает эти сообщения.                                                                                                                                                                                                                                                                                                                                                                                                                                                            | superuser         | integer | default              | -1          | 2147483647   |                                                                                | -1                             | -1                                                  |                                                     |            | f
 log_min_duration_statement             | -1                                                  | ms   | Отчёты и протоколы / Когда записывать                                              | Задаёт предельное время выполнения любого оператора, при превышении которого он выводится в журнал.                                                                | При 0 выводятся все запросы; -1 отключает эти сообщения.                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | superuser         | integer | default              | -1          | 2147483647   |                                                                                | -1                             | -1                                                  |                                                     |            | f
